ID,SMILES,Scaffold
EN300-54418,C#CCNC(=O)C(C)SCC(N)C(=O)O,1
EN300-53294,C#CCNC(=O)Nc1ccccc1,0
EN300-60694,C#CCNC(C)c1ccc2c(c1)NC(=O)CO2,1
EN300-54076,C#CCNS(=O)(=O)c1ccccc1,0
EN300-51567,C#CCN1C(=O)c2ccc(C(=O)O)cc2S1(=O)=O,0
EN300-53295,C#CCNC(=O)Nc1cccc([N+](=O)[O-])c1,0
EN300-54075,C#CCN,0
EN300-52828,C#CCNC(=O)Nc1ccccc1F,0
EN300-53297,C#CCNC(=O)Nc1ccc(C(C)=O)cc1,0
EN300-59073,C#Cc1cccc(NCC(=O)N2CCOCC2)c1,1
EN300-52435,C#CCCN1CCNCC1,1
EN300-60507,C#CCn1cccc1,0
EN300-69369,C#Cc1ccc(C(=O)O)nc1,1
EN300-68502,C#Cc1cccc(N)c1,1
EN300-71694,C#CCC1(C#N)CCCCC1,0
EN300-66223,C#CCn1c(C)ccc1C,0
EN300-68344,C#CCNC(=O)C(C)N1CCNCC1,1
EN300-71281,C#CCNCc1cccnc1,1
EN300-67677,C#CCn1cccn1,0
EN300-66854,C#CCC(O)c1ccccn1,0
EN300-68632,C#Cc1cccc(NCc2ccncc2)c1,1
EN300-89566,C#CC[C@H](N)C(=O)O,1
EN300-71836,C#CCN1CCCC1=O,0
EN300-66874,C#CCC(NC)c1ccccc1,1
EN300-68505,C#CCC1(O)CCOCC1,0
EN300-68754,C#Cc1cccc(NC)c1,1
EN300-68463,C#Cc1cccc(NC(C)C)c1,1
EN300-68347,C#Cc1cccc(NCc2cccs2)c1,1
EN300-60131,C#CCC(O)c1ccccc1,0
EN300-61422,C#CCn1cnc(-c2ccccc2)c1N,1
EN300-62241,C#CCNC(=O)CN1C(=O)C(=O)c2cc(Cl)ccc21,0
EN300-60761,C#CCNC(=O)CN,1
EN300-70760,C#CCn1c(C)nc2ccccc21,0
EN300-71353,C#CCOc1cccc(Cl)c1,0
EN300-71410,C#CCOc1ccccc1C,0
EN300-72812,C#CCn1cc(Cl)cn1,0
EN300-71297,C#CCOc1ccc(C)cc1,0
EN300-71505,C#CCOc1ccccc1Cl,0
EN300-70215,C#CCN1CCOCC1,0
EN300-73082,C#CCn1cnc2ccccc21,0
EN300-71390,C#CCOc1cccc(S(C)(=O)=O)c1,0
EN300-71397,C#CCOc1ccc(F)cc1,0
EN300-70271,C#CCNC(=O)CN1CCCNCC1,1
EN300-93208,C#CCCC#N,0
EN300-72016,C#CCOc1ccc(N)cc1,1
EN300-71916,C#CCn1c2ccccc2c2ccccc21,0
EN300-71261,C#CCn1nc(C)c(C)c1C,0
EN300-72868,C#CCn1cc(C)cn1,0
EN300-71758,C#CCOc1cccc(O)c1,0
EN300-71532,C#CCCN(C)CC(=O)O,1
EN300-72412,C#CCN1CCN(C)CC1,0
EN300-72060,C#CCOc1ccccc1O,0
EN300-70771,C#CCOc1ccc(Cl)cc1,0
EN300-67613,C#CCN1CCCC1,0
EN300-68707,C#CCNS(C)(=O)=O,0
EN300-69433,C#Cc1ccc(C(=O)O)cn1,1
EN300-71418,C#CCn1cnc2c(N)ncnc21,1
EN300-71552,C#CC1CCCNC1,0
EN300-70289,C#CCN1CCCC1CO,0
EN300-70216,C#CCN(C)CCO,0
EN300-71767,C#CCOc1cccc(F)c1,0
EN300-74941,C#CCn1nc(C)nc1C,0
EN300-76249,C#CCN,0
EN300-70843,C#CCOc1ccccc1CNC,1
EN300-73176,C#CCn1cnc2cc(C)c(C)cc21,0
EN300-75287,C#CCn1ccnc1C,0
EN300-75941,C#CCOc1ccc(C(C)=O)cc1,0
EN300-82210,C#CCNC(=O)Nc1cccc(C#N)c1,0
EN300-85275,OCCC#Cc1ccccc1,0
EN300-84832,COc1cccc(C#CCO)c1,0
EN300-84586,C#CCC1(O)CCCCC1,0
EN300-86189,C#CCOc1ccc(C(=O)O)cc1,0
EN300-85288,C#CCOc1cc(F)ccc1N,1
EN300-80787,CN(C)C#C[Si](C)(C)C,0
EN300-103793,C#Cc1ccc(C(F)(F)F)cc1,0
EN300-97004,C#CCN1CCN(C(=O)CCl)CC1,0
EN300-97184,C#Cc1cncc(F)c1,0
EN300-94663,C#CCNCc1ccc2ccccc2n1,1
EN300-95371,C#CCNCc1cccc(C)n1,1
EN300-95785,C#Cc1c(F)cccc1F,0
EN300-100240,C#Cc1cccc(NC(=O)NC(=O)CCl)c1,0
EN300-99194,C#Cc1ccc(C)cc1,0
EN300-101232,C#Cc1cccc(C)n1,0
EN300-102602,C#Cc1cnc2ccccc2n1,0
EN300-102064,C#Cc1cnn(CC)c1,0
EN300-99584,NCC#Cc1cccnc1,0
EN300-101997,CC#CCN,0
EN300-102404,C#CCC(C)O,0
EN300-100845,C#Cc1cnn(C)c1,0
EN300-100090,OCC#Cc1ccc(Cl)cc1,0
EN300-85023,C#CCN1CCCC(N)C1,1
EN300-69116,C#CCNCC1CCCO1,1
EN300-71617,C#CCOc1ccccc1C#N,0
EN300-70708,C#CCOc1cccc(C)c1,0
EN300-108146,O=C(O)C#Cc1ccc2c(c1)OCO2,0
EN300-102634,C#Cc1ccc(OCC)cc1,0
EN300-107725,C#Cc1ccc2c(c1)CCC2,0
EN300-108904,C#CCOCCO,0
EN300-107849,CC#CCNC1CCCC1,0
EN300-107345,C#CCNCC(F)F,1
EN300-105830,CC#CCCCO,0
EN300-105511,C#CCNC1CCCC1,1
EN300-106035,Cn1cc(C#CCN)cn1,0
EN300-109457,C#CCCN,0
EN300-109345,C#CCn1cc(CNC)cn1,1
EN300-109489,C#CCCC(O)CC,0
EN300-113108,C#CCN1CCNC1=O,0
EN300-108866,C#CCOCCNC,1
EN300-113374,C#CCNc1ccc(C(F)(F)F)cc1,1
EN300-113241,Fc1ccc(C#CCCl)cc1,0
EN300-115033,C#Cc1ccc(-c2ccccc2)s1,0
EN300-27575,Nc1cccc(C#Cc2cccs2)c1,0
EN300-28864,C#CCNc1cccc(C(=O)O)c1,1
EN300-26972,NCC#Cc1cccs1,0
EN300-101608,C#CC(O)Cc1ccccc1,0
EN300-57296,C#CCN1CCC(NC2CCOCC2)CC1,1
EN300-68506,C#CCC(C)(O)c1cccs1,0
EN300-73218,C#CCn1ccnc1CC,0
EN300-71434,C#CCOc1ncccc1C(=O)O,1
EN300-70170,COC(=O)c1ncccc1C#C[Si](C)(C)C,0
EN300-69673,C#CCN1CCCNCC1,1
EN300-68457,C#Cc1cccc(NCc2ccco2)c1,1
EN300-58287,C#CCNC(=O)c1ccccc1N,1
EN300-100145,C#CC[C@@H](N)C(=O)O,1
EN300-115930,C#CCN1C(=O)Cc2ccccc2C1=O,0
EN300-116014,C[Si](C)(C)C#CC(O)Cc1ccccc1,0
EN300-75317,C#CCNC1CCOc2ccc(Br)cc21,1
EN300-68712,C#CCNC(=O)c1ccc(=O)[nH]c1,0
EN300-72002,C#CCOc1ccccc1C(C)O,0
EN300-55827,C#CCNCc1ccc(C)cc1,1
EN300-116551,CCC#CC(C)Br,0
EN300-116782,C#CCCNS(C)(=O)=O,0
EN300-53969,C#CCNC(=O)OCC(F)(F)F,0
EN300-56993,C#CCNCc1ccco1,1
EN300-53292,C#CCNC(=O)Nc1ccccc1Cl,0
EN300-53296,C#CCNC(=O)Nc1ccccc1[N+](=O)[O-],0
EN300-28020,C#CCNC(=O)C(C)Cl,0
EN300-54077,C#CCNC(=O)Nc1ccc(Cl)cc1,0
EN300-56956,C#CCNCc1ccc(F)cc1,1
EN300-51555,C#CCCOS(C)(=O)=O,0
EN300-108370,C#CCC(N)C(=O)O,1
EN300-52827,C#CCNC(=O)Nc1cc(C)on1,0
EN300-114413,C#CCNCC(=O)Nc1cccc(C)c1,1
EN300-116839,C#CCNCC1CC1,1
EN300-117074,C#CC(N)(C(=O)OC)C(F)(F)F,1
EN300-94430,C#CCN1C(=O)C(=O)c2ccccc21,0
EN300-47229,C#Cc1cccc(NC(=O)CCl)c1,0
EN300-71959,C#CCOc1ccc(NC)cc1,1
EN300-71354,C#CCOc1ccccc1OC,0
EN300-106560,C#CCCCCN,1
EN300-50015,C#CCOc1cccc(C#N)c1,0
EN300-85554,C#CCOc1ccc(F)cc1N,1
EN300-45462,C#Cc1cccc(NC(=O)CNC)c1,1
EN300-113099,FC(F)(F)Oc1ccc(C#CCCl)cc1,0
EN300-41322,CS(=O)(=O)Nc1cccc(C#CCN)c1,0
EN300-103797,C#Cc1ccc(F)cc1,0
EN300-100077,C#CCN1CCCCC1=O,0
EN300-98457,CC(C)(O)C#CC(C)(C)O,0
EN300-78917,NCC#Cc1ccc(OCc2ccccc2)cc1,0
EN300-122745,CC#Cc1cccc(B(O)O)c1,0
EN300-118274,C#CCC1(CO)CCC1,0
EN300-122966,C#CCNC(=O)CC,0
EN300-126711,C#CCNCc1ccc(C(=O)OC)cc1,1
EN300-121944,OCC#Cc1ccc(O)cc1,0
EN300-122573,C#CCNS(=O)(=O)CC,0
EN300-126611,CC#CCOCC,0
EN300-88677,CC#CCO,0
EN300-126374,C#CCC(CC(=O)O)c1ccccc1,1
EN300-125161,C#CCCCCC(=O)O,1
EN300-120295,C#CCNC,0
EN300-127376,C#CCN(C)CCOC,0
EN300-121453,C#CCCCCCC(=O)O,1
EN300-118828,C#Cc1ccc2nc(C)ccc2c1,0
EN300-117126,C#CCN1C(=O)COc2ccc(Br)cc21,0
EN300-117545,Cc1ccc2cc(C#C[Si](C)(C)C)ccc2n1,0
EN300-117880,C#CCNCC(=O)Nc1ccccc1F,1
EN300-112450,C#CCN=C=S,0
EN300-115345,C#CCC1(C(=O)O)CCC1,1
EN300-116414,C#CCCNC(=O)OC,0
EN300-116805,COCC#CCCl,0
EN300-119170,C[Si](C)(C)C#CC(O)C1CC1,0
EN300-117343,C#CCN1CCCC1,0
EN300-119140,C#CC(O)C1CC1,0
EN300-116963,C#Cc1ccccc1C(C)=O,0
EN300-134246,CCOC(=O)C#Cc1cccc(Cl)c1,0
EN300-129233,C#CC#CCCCCCC(=O)O,1
EN300-129215,C#Cc1cccc(NC(=O)CBr)c1,0
EN300-136061,C#CC(N)CC,1
EN300-131190,C[Si](C)(C)C#Cc1cccc(Cl)c1,0
EN300-133205,O=C(O)C#Cc1ccc(F)cc1F,0
EN300-129296,C[Si](C)(C)C#CCO,0
EN300-127644,O=C(O)C#CC1CCC1,0
EN300-128417,C#CCNC(=O)CC(=O)O,1
EN300-128275,C#CCC1(CBr)CCC1,0
EN300-127618,CC(C)(C)c1nccc(C#CCN)n1,0
EN300-133757,CCOc1ccc(C#CCN)cc1,0
EN300-125401,C#CCC(C)(C)C(=O)OC,0
EN300-131583,C#CCCOc1ccc(C(=O)O)cc1,0
EN300-132054,COC(=O)C#Cc1ccc(F)cc1F,0
EN300-99431,C#CCCCCCO,0
EN300-135889,CC#CCC(N)(C(=O)OCC)C(=O)OCC,0
EN300-66119,CC#CCCO,0
EN300-44960,C[Si](C)(C)C#Cc1ccc(F)cc1,0
EN300-136953,CC#CCI,0
EN300-137177,C#CCNC1CC1,1
EN300-128910,C#CCCN,0
EN300-131374,C#Cc1csc(C)n1,0
EN300-129871,CC#CCCCCO,0
EN300-131377,Cc1nc(C#C[Si](C)(C)C)cs1,0
EN300-139128,CN(C)CC#CC(=O)[O-],0
EN300-91456,C#CB1OC(C)(C)C(C)(C)O1,0
EN300-130469,CCOc1ccc(C#CCN)cc1,0
EN300-129872,CC#CCCBr,0
EN300-135871,C#CCCNC(=O)CBr,0
EN300-28604,O=C(O)C#Cc1ccccc1,0
EN300-140769,C#CCNC(=O)NC1CCCCCC1,0
EN300-141226,C#CC(=O)NC,0
EN300-141123,Cc1cccc(Cl)c1C#CCN,0
EN300-141034,C#CCNC(=O)NC1CC1,0
EN300-141090,C#CCNC(=N)N,0
EN300-139748,C#CCOc1ccccc1[N+](=O)[O-],0
EN300-152999,C#CC(C)N,1
EN300-154609,C#CCCOc1ccc(CN)cc1,1
EN300-139135,OCCC#Cc1ccc2ccccc2n1,0
EN300-155584,C#Cc1ccnn1C,0
EN300-140594,COC(=O)C#CCN,1
EN300-19323,OCC#CCO,0
EN300-136551,CCOC(=O)C#CC(F)(F)F,0
EN300-137840,CC#CCC(N)C(=O)O,1
EN300-139279,C#CCCNCC(F)(F)F,1
EN300-139385,CN(C)CCC#CC(=O)[O-],0
EN300-139871,C#Cc1cccc(CO)n1,0
EN300-148307,C#CCNCCO,1
EN300-151667,C#CCNC1CC1,1
EN300-146886,C#CCNC(C)Cc1ccccc1,1
EN300-151741,CC#CCC(N)C(=O)O,1
EN300-159665,CCOC(C#CB1OC(C)(C)C(C)(C)O1)OCC,0
EN300-157046,C#Cc1c(C)nsc1N,1
EN300-157379,C#CC(N)C(C)(C)OC,1
EN300-131179,BrCC#CCBr,0
EN300-172303,C#CCC1CC(=O)OC1=O,0
EN300-172735,C#CCC1(C(=O)OC)CCCCC1,0
EN300-173240,CC#CCOc1ccc(CO)cc1,0
EN300-160295,C#Cc1cc(Cl)cc(Cl)c1,0
EN300-175161,C#CCCCN,1
EN300-172312,C#CCC(CC)C(=O)OC,0
EN300-174558,CC#CCOc1ccc(C(C)O)cc1,0
EN300-174737,C#CCC(N)CC#C,1
EN300-175353,C#CCOc1ccc(C(O)CC)cc1,0
EN300-175921,C#CC(CC)Oc1ccc(CO)cc1,0
EN300-115626,C#CCCC(=O)O,1
EN300-171153,C#CC(CCC)N[S+]([O-])C(C)(C)C,0
EN300-172963,C#CCC(C)C(=O)O,1
EN300-183393,C#CCn1cc(CN)cn1,1
EN300-61939,ClCC#Cc1ccccc1,0
EN300-142288,C#CCOCC,0
EN300-177345,C#CCc1ccc(CO)cc1,0
EN300-180258,C#CC1CCC(CO)CC1,0
EN300-178990,C#CC(=O)OC(C)C,0
EN300-179002,C#CCC1NC(=O)NC1=O,0
EN300-179179,C#CCC(O)C(=O)O,1
EN300-180778,C#Cc1ccn[nH]1,0
EN300-178099,C#CCCO,0
EN300-172665,C#CC(N)CCC,1
EN300-180740,C#CC=CC(C)C,0
EN300-180855,C#CCC1(O)CCC1,0
EN300-91328,CC#CC(=O)O,0
EN300-174009,C#CCS(=O)(=O)c1ccc(CO)cc1,0
EN300-111911,C#CCCCC(=O)O,1
EN300-182561,C#CC1(F)COC1,0
EN300-179525,C#CCCN(CC)CC,0
EN300-180546,C#CC(C)(C)CC,0
EN300-181568,C#CC(C)OS(C)(=O)=O,0
EN300-182899,C#CCOC1CCC(CO)CC1,0
EN300-129303,C#Cc1ccc(CO)cc1,0
EN300-172566,CC#CSc1ccc(Br)cc1,0
EN300-172692,C#CCc1ccc(C(=O)OC)cc1,0
EN300-179238,O=C(O)COC1C#CCCCCC1,0
EN300-180277,CC#CCNC,0
EN300-177518,CC#Cc1ccc(CO)cc1,0
EN300-181107,C#C[Si](CC)(CC)CC,0
EN300-182612,C#CCNC(=O)C(CC)CC,0
EN300-187737,C#Cc1ccn(C)n1,0
EN300-184385,C#Cc1sccc1C,0
EN300-188655,C#CCn1ccc(CNCCOC)n1,1
EN300-188386,CC#CCS(N)(=O)=O,0
EN300-110379,C#Cc1ccc(C#N)cc1,0
EN300-118451,C#CCOc1ccc(Br)cc1,0
EN300-188648,C#CCn1ccc(CNCC)n1,1
EN300-155602,C#Cc1ccc(CO)nc1,0
EN300-188851,C#CC(=O)Nc1ccc(OC)c(N)c1,1
EN300-155922,C#CCOc1cc(Br)ccc1C(=O)OC,0
EN300-180194,C#CC1(C)COC1,0
EN300-91996,C#CC(C)(C)Br,0
EN300-96280,C#Cc1ccccc1F,0
EN300-183690,C[Si](C)(C)C#Cc1ccc(C#N)cc1,0
EN300-120575,C#Cc1cncc(C(=O)O)c1,1
EN300-188881,OCC#CC(F)(F)F,0
EN300-103714,C#Cc1ccccc1Cl,0
EN300-195338,C#Cc1ccc(OC)c(F)c1,0
EN300-194303,C#CCNC,0
EN300-194908,C#Cc1cncc(C#N)c1,0
EN300-192876,C#CCOc1cnc(Br)cc1C,0
EN300-190354,C#CC(N)c1ccccc1,1
EN300-195937,C#CCOCC#C,0
EN300-197446,C#CCCCOC,0
EN300-182452,C#Cc1cc(O)ccc1N,1
EN300-193635,C#Cc1cccc(NS(=O)(=O)c2ccc(C#N)cc2)c1,0
EN300-200362,C#CC1CCCC(=O)C1,0
EN300-203730,CCn1nccc1C#C[Si](C)(C)C,0
EN300-203501,C#CCNC(=O)C1CCNCC1,0
EN300-203524,C#CCOc1ccc(CN)cc1,1
EN300-202225,O=C(O)C#CC1CCOC1,0
EN300-205833,C#CCCC(O)CCO,0
EN300-197627,C[Si](C)(C)C#Cc1ccc(F)cc1F,0
EN300-204107,C#CCNC(=O)C1CCNCC1,1
EN300-199651,C#Cc1ccc(Cl)s1,0
EN300-198155,Fc1ccc(C#CCCCl)cc1,0
EN300-204291,C#Cc1ccncc1F,0
EN300-204318,C#Cc1ccnn1CC,0
EN300-199746,Oc1ccc(C#Cc2ccc(O)cc2)cc1,0
EN300-201878,C=CCCCC#C[Si](CC)(CC)CC,0
EN300-111257,NCC#Cc1ccncc1,0
EN300-198417,C#CC(N)C(C)C,1
EN300-198500,C#CCCC(O)CN,1
EN300-202750,C#CCCCC=C,0
EN300-197574,C#CCNC(=O)C(C)O,0
EN300-198133,Cn1cc(C#C[Si](C)(C)C)cn1,0
EN300-199501,NCC#Cc1cccc(F)c1,0
EN300-204805,C#CCCC(O)CCN,1
EN300-204829,C#Cc1cncs1,0
EN300-209105,C#CCNc1nc(Cl)nc(Cl)n1,1
EN300-211161,C#CCN,1
EN300-210271,CC#CCOC,0
EN300-197993,CC#CCNc1ccc(N)cc1,0
EN300-207826,C#CCC(N)Cc1ccccc1,1
EN300-199100,Cc1nc(C#CCO)cc(C#CCO)n1,0
EN300-208254,C#CCOc1cccc(CN)c1,1
EN300-195092,C[Si](C)(C)C#CCC(=O)O,0
EN300-85299,C#CCC(=O)OC,0
EN300-190184,C#CC(O)c1ccc(Cl)cc1F,0
EN300-196856,C#CCOc1cc(F)cc(F)c1,0
EN300-196651,C#CC(C)(C)OC,0
EN300-204694,C#CCC(O)Cc1ccccc1,0
EN300-217571,C#CCN(C)c1nnccc1C#N,0
EN300-212042,C#CCCCI,0
EN300-213339,CC(O)C#CC(C)O,0
EN300-213740,C#Cc1ccncn1,0
EN300-211612,C#Cc1c(C)noc1C,0
EN300-211817,C#CCC(Cc1ccccc1)NC,1
EN300-214414,C#CCN1CCN(c2ccccc2)CC1,0
EN300-104662,C#CC(C)(O)CC,0
EN300-214065,C#C[C@H](O)c1ccccc1,0
EN300-215451,C#CCn1ccnc1CN1CCOCC1,0
EN300-213013,C#CCNC(=O)CN1CCNCC1,1
EN300-213691,C#CCN(C)c1cnc(C#N)cn1,0
EN300-213807,C#CCSCCO,0
EN300-134238,CCC#C[Si](C)(C)C,0
EN300-216990,C#CCN(C)c1cnc(N)cn1,1
EN300-198915,C#CC(N)c1ccc(Cl)cc1,1
EN300-217213,C#C[C@@H](O)c1ccccc1,0
EN300-144724,C#CCN=C=O,0
EN300-201245,C#Cc1ccc(Cl)nc1,0
EN300-186997,C#CC(O)c1ccc(F)cc1,0
EN300-220140,C#CCC(C(=O)O)N1C(=O)C=CC1=O,1
EN300-221800,C#Cc1cccc(-c2ccccc2)c1,0
EN300-221829,OCCC#CBr,0
EN300-222299,CCc1ccc(C#CC(=O)O)cc1,0
EN300-222428,C#CC1(F)CCNC1,1
EN300-222643,C#CCN1CCSCC1,0
EN300-219061,C#CC[C@H](O)CN,1
EN300-192818,C#CC1CCCCC1,0
EN300-199599,C#CC(O)c1ccccc1,0
EN300-219604,C#CC1CCN(C(=O)CN)CC1,1
EN300-221375,C#CC(C)(C)NS(C)(=O)=O,0
EN300-187490,C[Si](C)(C)C#CCCO,0
EN300-219584,C#CC1CCNC1,0
EN300-197467,C#CCNC(=O)c1cccc(C(=O)O)c1,0
EN300-220854,C#CCCCN1CCOCC1,0
EN300-221819,C#Cc1ccccc1-c1ccccc1,0
EN300-217823,C#CCC1NC(=O)N(C2CCCC2)C1=O,0
EN300-217997,C[Si](C)(C)C#CC1(O)CCCC1,0
EN300-227284,C#Cc1ccc(OC)c(Cl)c1,0
EN300-103715,C#Cc1ccncc1,0
EN300-174092,C#CCCCOS(C)(=O)=O,0
EN300-232797,C#Cc1cn(C)nc1C(=O)O,1
EN300-232826,C#Cc1cnn(C)c1C(=O)O,1
EN300-233302,C#Cc1cnn(CC(=O)OC)c1,0
EN300-233317,C#Cc1cnn(C)c1C(=O)OC,0
EN300-236808,COc1ccc(C#CCBr)cc1,0
EN300-224831,C#CCN1C(=O)COCC1=O,0
EN300-224832,C#CCN1C(=O)CSCC1=O,0
EN300-225793,OCC#Cc1ccccn1,0
EN300-226844,C[Si](C)(C)C#CCc1ccc(F)cc1,0
EN300-239000,C#CCOC1CCCNC1,1
EN300-234947,C#Cc1ccc(C(C)C)cc1,0
EN300-241661,CN(C)CC#CCN,0
EN300-237245,C#CCOC1CCNCC1,0
EN300-237295,C#CCOC1CCCNC1,0
EN300-237307,FC(F)(F)c1ccc(C#CCBr)cc1,0
EN300-232827,C#Cc1cnn(CC(=O)O)c1,1
EN300-232828,C#Cc1cnn(C)c1C,0
EN300-232830,C#Cc1cnn(C(C)C)c1,0
EN300-222033,C#Cc1cncnc1,0
EN300-223459,C#CCOCCl,0
EN300-223290,C#CCN1CCS(=O)(=O)CC1C,0
