ID,SMILES,Scaffold
EN300-122745,CC#Cc1cccc(B(O)O)c1,0
EN300-91456,C#CB1OC(C)(C)C(C)(C)O1,0
EN300-159665,CCOC(C#CB1OC(C)(C)C(C)(C)O1)OCC,0
EN300-342292,CC1(C)OB(C#CC2CC2)OC1(C)C,0
EN300-861911,CC1(C)OB(C2(C#C[Si](C)(C)C)CC2)OC1(C)C,0
EN300-109633,CC1(C)OB(C#C[Si](C)(C)C)OC1(C)C,0
EN300-26673581,CC#Cc1ccccc1B1OC(C)(C)C(C)(C)O1,0
EN300-1844529,C#Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,0
EN300-1843983,C#Cc1cccc(B2OC(C)(C)C(C)(C)O2)c1,0
EN300-7460730,C#CCC(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,0
EN300-220354,CC#CB1OC(C)(C)C(C)(C)O1,0
EN300-8099248,CCC#CB1OC(C)(C)C(C)(C)O1,0
EN300-22906518,CC1(C)OB(C#CCO)OC1(C)C,0
EN300-623216,C#CB1OC(=O)CN(C)CC(=O)O1,0
EN300-26074814,CC1(C)OB(c2ccccc2C#C[Si](C)(C)C)OC1(C)C,0
EN300-7382129,COCC#CB1OC(C)(C)C(C)(C)O1,0
EN300-37080342,CC1(C)OB(c2cc(F)cc(C#C[Si](C)(C)C)c2)OC1(C)C,0
EN300-27108682,CC1(C)OB(C#CCCO)OC1(C)C,0
EN300-7375563,CC1(C)OB(c2cccc(C#C[Si](C)(C)C)c2)OC1(C)C,0
EN300-7930007,CC#Cc1ccccc1B(O)O,0
EN300-212623,CC1(C)OB(C#Cc2ccccc2)OC1(C)C,0
EN300-7375564,CC1(C)OB(c2ccc(C#C[Si](C)(C)C)cc2)OC1(C)C,0
EN300-7550025,C#CCNCC(=C)B1OC(C)(C)C(C)(C)O1,0
EN300-26692110,CC#Cc1cccc(OC)c1B1OC(C)(C)C(C)(C)O1,0
EN300-7006085,C#CCOc1cccc(B2OC(C)(C)C(C)(C)O2)c1,0
EN300-7025348,C#CCOc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,0
EN300-6768333,C#Cc1ccccc1B(O)O,0
EN300-6772726,C#Cc1ccc(B(O)O)cc1,0
EN300-6473549,C#Cc1cccc(B(O)O)c1,0
EN300-27778687,C#Cc1ccc(F)cc1B(O)O,0
EN300-11968362,CC1(C)OB(CC#C[Si](C)(C)C)OC1(C)C,0
EN300-28226353,C#Cc1cc(F)ccc1B(O)O,0
EN300-9524382,CC(C)(C)C#CB1OC(C)(C)C(C)(C)O1,0
EN300-8114091,CC1(C)OB(C#CCO)OC1(C)C,0
EN300-45742681,C#Cc1ccc(F)c(B(O)O)c1,0
EN300-7466826,CC#Cc1ccc(F)c(B2OC(C)(C)C(C)(C)O2)c1,0
EN300-45175402,C#Cc1cc(B2OC(C)(C)C(C)(C)O2)co1,0
EN300-46953318,C#CC(C)(C)Oc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,0
EN300-12596894,CC1(C)OB(C#CB2OC(C)(C)C(C)(C)O2)OC1(C)C,0
EN300-47320328,CC1(C)CC1C#CB1OC(C)(C)C(C)(C)O1,0
EN300-47318980,C#Cc1ccc(B(O)O)c(F)c1,0
EN300-47316649,C#Cc1ccc(C)cc1B(O)O,0
EN300-11715166,CC1(C)OB(C#CC2CCCC2)OC1(C)C,0
EN300-7929480,CC#Cc1ccc(B(O)O)cc1,0
EN300-25779039,CC1(C)OB(C#CC2CCCCC2)OC1(C)C,0
EN300-46890665,CC1(C)OB(c2ccc(C#CCN)cc2)OC1(C)C,1
EN300-51658293,CC1(C)OB(C#CC2CCOCC2)OC1(C)C,0
EN300-122712,CC1(C)OB(C2=CCNCC2)OC1(C)C,0
EN300-131897,CC=CCOc1ccc(B(O)O)cc1,0
EN300-120113,C=C(C)B(O)O,0
EN300-193557,CC1(C)OB(C=Cc2ccccc2Cl)OC1(C)C,0
EN300-214510,C=C(B1OC(C)(C)C(C)(C)O1)C(F)(F)F,0
EN300-218165,C=CCCOc1ccccc1B(O)O,0
EN300-98773,CC1(C)OB(C2=CCCC2)OC1(C)C,0
EN300-170563,CC1(C)OB(C2=CCCNC2)OC1(C)C,0
EN300-316407,COC(=O)C1CC=C(B2OC(C)(C)C(C)(C)O2)CC1,0
EN300-171005,CC1=C(B2OC(C)(C)C(C)(C)O2)CCCC1,0
EN300-258393,CN1CC=C(B2OC(C)(C)C(C)(C)O2)CC1,0
EN300-263272,CC(C)(C)C1CC=C(B2OC(C)(C)C(C)(C)O2)CC1,0
EN300-261433,CC1(C)OB(C2=CCC(O)CC2)OC1(C)C,0
EN300-307716,OB(O)/C=C/c1cccc(C(F)(F)F)c1,0
EN300-105979,C=CCB1OC(C)(C)C(C)(C)O1,0
EN300-260121,CC(C)=CB1OC(C)(C)C(C)(C)O1,0
EN300-370601,COc1cc(/C=C/B2OC(C)(C)C(C)(C)O2)ccc1O,0
EN300-378802,C=CCc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,0
EN300-399266,OB(O)/C=C/c1cc(F)cc(F)c1,0
EN300-701233,CC1(C)OB(C=C2CCC2)OC1(C)C,0
EN300-686967,CC1(C)OB(C=C2CCOCC2)OC1(C)C,0
EN300-703468,CC1(C)OB(C=C2CCCCCC2)OC1(C)C,0
EN300-703516,CC1(C)CCC(=CB2OC(C)(C)C(C)(C)O2)CC1,0
EN300-703466,CC1CCC(=CB2OC(C)(C)C(C)(C)O2)CC1,0
EN300-703467,CC1(C)OB(C=C2CCCCCCCCCCC2)OC1(C)C,0
EN300-703469,CC1(C)OB(C=C2CCCC2)OC1(C)C,0
EN300-703470,CN1CCC(=CB2OC(C)(C)C(C)(C)O2)CC1,0
EN300-703483,CC1(C)CC(=CB2OC(C)(C)C(C)(C)O2)CC(C)(C)N1,1
EN300-703502,CC1(C)OB(/C=C2/CCCNC2)OC1(C)C,0
EN300-703510,CC1(C)OB(C=C2CCS(=O)(=O)CC2)OC1(C)C,0
EN300-703512,CC1(C)OB(/C=C2/CCNC2)OC1(C)C,0
EN300-703517,CC1(C)OB(C=C2COC2)OC1(C)C,0
EN300-703532,C[C@@H]1C/C(=C\B2OC(C)(C)C(C)(C)O2)C[C@H](C)O1,0
EN300-392660,CC1(C)OB(C2=CC3CCC(C2)N3)OC1(C)C,0
EN300-658541,CC1(C)OB(C=C2CCCCC2)OC1(C)C,0
EN300-123227,C=Cc1ccc(B(O)O)cc1,0
EN300-748730,CC1(C)OB(/C=C/c2ccccc2Cl)OC1(C)C,0
EN300-734651,CC1(N2CCOCC2)CC=C(B2OC(C)(C)C(C)(C)O2)CC1,0
EN300-761585,CC1(C)OB(C2=CCCOC2)OC1(C)C,0
EN300-802231,CC1(C)OB(C=CC2CCCN2)OC1(C)C,0
EN300-761021,CC1(C)OB(C2=CCN(c3ncccn3)CC2)OC1(C)C,0
EN300-761023,CC1(C)OB(C2=CCN(c3ccccc3)CC2)OC1(C)C,0
EN300-111490,CC1(C)OB(C2=CCOCC2)OC1(C)C,0
EN300-246073,C=CCCOc1cccc(B2OC(C)(C)C(C)(C)O2)c1,0
EN300-1081116,C=CCCCOc1cccc(B2OC(C)(C)C(C)(C)O2)c1,0
EN300-1703747,C=C(I)B1OC(=O)CN(C)CC(=O)O1,0
EN300-317177,CC1(C)OB(C2=CCC(N)CC2)OC1(C)C,0
EN300-4753979,CC1(C)OB(C=CCCN)OC1(C)C,0
EN300-1272376,C=CCC(N)B1OC(C)(C)C(C)(C)O1,1
EN300-1272050,C=CCCOc1cncc(B2OC(C)(C)C(C)(C)O2)c1,0
EN300-1267112,C=CCOc1cncc(B2OC(C)(C)C(C)(C)O2)c1,0
EN300-1091568,C=C(COC)B1OC(C)(C)C(C)(C)O1,0
EN300-26074910,C=C(B1OC(C)(C)C(C)(C)O1)C1CCCNC1,0
EN300-171007,CC1(C)OB(C2=CCNC2)OC1(C)C,0
EN300-33239334,C=C(B1OC(C)(C)C(C)(C)O1)[C@H](C)O,0
EN300-3195061,OB(O)/C=C/c1ccc(Br)cc1,0
EN300-317129,CCOC(=O)C1CC=C(B2OC(C)(C)C(C)(C)O2)CC1,0
EN300-317081,CC1(C)OB(C2=CNCCC2)OC1(C)C,0
EN300-1440081,COC/C=C/B(O)O,0
EN300-1666428,CC1(C)OB(C2CC=CCN2)OC1(C)C,0
EN300-28258389,CC1(C)OB(/C=C/c2ccccc2N)OC1(C)C,0
EN300-7096532,CC(=CB1OC(C)(C)C(C)(C)O1)C(F)F,0
EN300-1692182,C=C(B1OC(C)(C)C(C)(C)O1)C(C)C,0
EN300-1608655,CCOC=CB1OC(C)(C)C(C)(C)O1,0
EN300-1609137,C/C(=C\B1OC(C)(C)C(C)(C)O1)C(=O)OC(C)(C)C,0
EN300-1654191,CCOC(=O)/C=C/B1OC(C)(C)C(C)(C)O1,0
EN300-28339625,C=C(B1OC(C)(C)C(C)(C)O1)C1CNC1,0
