ID,SMILES,Scaffold
EN300-25695,NNc1ccccc1Br,0
EN300-29449,COc1cc(Br)c(CNN)cc1OC,0
EN300-13970,NNc1ncnc2cc(-c3ccc(Br)cc3)sc12,0
EN300-31188,NNc1cncc(Cl)n1,0
EN300-25696,NNc1ccc(F)cc1Br,0
EN300-68666,NNc1ccc(Br)cc1F,0
EN300-55440,Cc1cc(NN)ccc1Br,0
EN300-66410,NNc1ccc(Br)cn1,0
EN300-68534,NNc1ccc(Br)cc1Cl,0
EN300-75422,NNc1ccc(Br)nc1,0
EN300-75567,NNc1nccnc1Cl,0
EN300-73364,NNc1ccc(Br)cc1C(F)(F)F,0
EN300-73014,NNc1nc2cc(Cl)ccc2nc1Cl,0
EN300-88543,NNc1c(Cl)cc(Br)cc1Cl,0
EN300-104018,NNCc1cccc(Br)c1,0
EN300-86418,NNc1c(F)cc(F)cc1Br,0
EN300-108956,Cc1c(Cl)nnc(NN)c1C,0
EN300-27209,NNc1ccc(Br)cc1,0
EN300-29451,NNCc1cc2c(cc1Br)OCCO2,0
EN300-65602,Cn1nc(Br)c2c(NN)ncnc21,0
EN300-95382,NNc1ccc(Cl)nc1,0
EN300-123475,N#Cc1cc(Cl)nc(NN)c1,0
EN300-125362,Cc1nc(Cl)c(C)c(NN)n1,0
EN300-119161,NNc1cncc(Br)c1,0
EN300-117171,NNc1cc(Cl)ccn1,0
EN300-03663,NNc1ccc(Cl)nn1,0
EN300-05210,NNc1nc(Cl)c(Cl)cc1Cl,0
EN300-140726,NNc1ccnc(Br)c1,0
EN300-140752,NNc1ccc(Br)c(F)c1,0
EN300-195933,CC(C)c1c(Cl)ncnc1NN,0
EN300-202167,NNc1cncc(Br)c1,0
EN300-68469,NNc1ccc(Br)cc1Cl,0
EN300-220650,NNc1nc(Cl)ncc1F,0
EN300-115392,NNc1cccc(Cl)n1,0
EN300-230142,NNc1nc(-c2ccc(Br)cc2)cc(C(F)F)n1,0
EN300-14496,NNc1cn[nH]c(=O)c1Cl,0
EN300-366531,CCOCc1nc(Cl)cc(NN)n1,0
EN300-96819,NNc1nc(Br)cn2ccnc12,0
EN300-254348,NNc1cc(CO)ccc1Br,0
EN300-254368,NNc1cc(F)ccc1Br,0
EN300-254938,Cc1cc(Br)cnc1NN,0
EN300-109094,NNc1cccc(Br)n1,0
EN300-130809,NNc1cc(Cl)nc(Cl)c1,0
EN300-266874,NNc1c(Cl)cccc1Br,0
EN300-265996,Cc1cccc(Br)c1NN,0
EN300-1272316,NNc1nccnc1Br,0
EN300-298054,NNCc1ccc(Br)cc1,0
EN300-94256,NNc1ncc(Br)cn1,0
EN300-299073,NNc1ccnc(Cl)c1,0
EN300-94261,NNc1ncccc1Br,0
EN300-328839,NNc1cc(I)ccn1,0
EN300-295295,Cc1nn(C)c2nc(Cl)cc(NN)c12,0
