ID,SMILES,Scaffold
EN300-42172,O=C(CCl)c1cc(F)ccc1O,0
EN300-113735,Cc1cc(C(=O)CBr)ccc1O,0
EN300-15033,Nc1cc(C(=O)CCl)ccc1O,0
EN300-14665,O=C(CCl)c1ccc(O)cc1,0
EN300-152419,O=C(CBr)c1ccc(F)c(F)c1O,0
EN300-16612,NC(=O)c1cc(C(=O)CBr)ccc1O,0
EN300-20931801,O=C(CCl)c1cc(F)c(F)cc1O,0
EN300-1663520,COc1ccc(C(=O)CBr)cc1O,0
EN300-20839971,O=C(CCl)c1cc(Br)c(F)cc1O,0
EN300-6513052,CC(C)(O)C(=O)CBr,0
EN300-26664304,O=C(CBr)c1ncc(O)cn1,0
EN300-96334,O=C(CBr)c1ccc(O)cc1,0
EN300-189474,Cc1cccc(C(=O)CBr)c1O,0
EN300-1966166,COc1ccc(O)c(C(=O)CCl)c1,0
EN300-27712983,O=C(CBr)c1ccc(O)c(F)c1,0
EN300-20839968,O=C(CCl)c1cc(F)c(Br)cc1O,0
EN300-49229,O=C(CBr)c1ccccc1O,0
EN300-03622,Cc1cc(O)nc(NN)n1,0
EN300-82083,NNc1ccc(Cl)c(CO)n1,0
EN300-63913,NNC1CCCC1O,0
EN300-110956,NNc1nc2ccccc2cc1CO,0
EN300-100944,CC(CO)NN,0
EN300-126556,NNc1ccc(C(=O)N2CCCC2CO)cc1,0
EN300-178830,NNCC(O)C(F)(F)F,0
EN300-195577,CC(C)(CO)CNN,0
EN300-18109,NNC1CS(=O)(=O)CC1O,0
EN300-254348,NNc1cc(CO)ccc1Br,0
EN300-256882,NN[C@@H]1CCC[C@H]1O,0
EN300-264732,NNc1nc(O)c2c(n1)CCCC2,0
EN300-65003,NNC1CCCC1O,0
EN300-313282,CC(C)(O)CNN,0
EN300-306697,NNc1cccc(O)c1,0
EN300-275845,NNc1cc(O)nc2ncccc12,0
EN300-279966,Cc1cc(NN)nc(CO)n1,0
EN300-331777,NNCc1ccc(O)cc1,0
EN300-740131,NN[C@@H]1CCC[C@H]1O,0
EN300-747266,NN[C@@H]1CCCC[C@H]1O,0
EN300-37402674,NNc1ccc(O)cc1,0
EN300-1179962,NN[C@@H]1COC[C@H]1O,0
EN300-1082651,CCn1ncc(-c2cc(C(F)(F)F)nc(NN)n2)c1C,0
EN300-1608107,CC(O)c1cccc(NN)c1,0
EN300-225648,NNc1cccc(O)c1,0
EN300-1867393,NNc1ccc([N+](=O)[O-])c(O)c1,0
EN300-7505289,CN(CC(C)(C)O)S(=O)(=O)c1ccc(NN)cc1,0
EN300-6876000,NNc1nccc(CO)c1F,0
EN300-6875999,Cc1cc(CO)nc(NN)n1,0
EN300-125599,NNc1ccc2cccc(O)c2n1,0
EN300-208494,CC(O)CNN,0
EN300-260590,NNC[C@@H](O)C(F)(F)F,0
EN300-95575,NNc1cc(O)ncn1,0
EN300-280321,NNc1ncc(Cl)c(O)n1,0
EN300-26869296,NNCc1ccccc1O,0
EN300-6769035,NNc1cc(O)c(Cl)cc1F,0
EN300-3198367,NNc1ccc(Cl)c(CO)c1,0
EN300-26863494,NNCc1ccc(O)cc1,0
EN300-27115534,NNC1C2CC3CC1CC(O)(C3)C2,1
EN300-188276,NNC(CO)c1ccccc1,0
EN300-39669290,CC(CO)CNN,0
EN300-276261,Cc1cnc(NN)nc1O,0
EN300-2485133,NNc1ccnc(O)c1,0
EN300-6935592,NNc1cc(O)ccc1F,0
EN300-155827,NNCCCCO,0
EN300-345132,CN(C)c1cc(NN)nc(CO)n1,0
EN300-260585,CCC(O)CNN,0
EN300-1588877,NNC1CCCCCC1O,0
EN300-70434,NNCCCO,0
EN300-45613473,CC(C)(CO)NN,0
EN300-47324207,NNc1ccc(Br)cc1CO,0
EN300-192630,CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1cccc(Cl)c1,0
EN300-197887,CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1ccc(Br)cc1,0
EN300-229536,O=C(CC(=O)C(F)(F)F)c1ccc(O)cc1,0
EN300-197894,CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1cccc(Br)c1,0
EN300-175225,CC(C)(CO)C(=O)CC#N,0
EN300-7600504,CC(=O)CC(=O)CO,0
EN300-7645137,CC(=O)CC(=O)OCCO,0
EN300-6496214,CCOC(=O)C1C(=O)CC2(O)CCCC1C2,0
EN300-45160255,CCOC(=O)CC(=O)CC1(O)CNC1,0
EN300-7456046,O=C(CO)CC(=O)C(F)(F)F,0
EN300-62648,NC(=O)NC1CCC(O)CC1,0
EN300-78436,NC(=O)NCCCO,0
EN300-205649,NC(=O)NCC(O)c1ccccc1,0
EN300-250581,NC(=O)NCCOCCO,0
EN300-323134,NC(=S)Nc1ccc(CCO)cc1,0
EN300-84014,NC(=S)NCCO,0
EN300-1232807,NC(=O)Nc1cccc(O)c1,0
EN300-832830,NC(=S)Nc1cccc(O)c1,0
EN300-7591881,NC(=S)NCCCO,0
EN300-266974,NC(=O)NCCO,0
EN300-1702800,NC(=O)Nc1ccc(O)c(C(F)(F)F)c1,0
EN300-1262094,NC(=O)NC(=O)CO,0
EN300-8126372,COc1ccc(O)cc1NC(N)=S,0
EN300-27739274,NC(=S)N[C@@H]1c2ccccc2C[C@H]1O,0
EN300-22834604,NC(=S)N[C@H]1c2ccccc2CC[C@@H]1O,0
EN300-349294,NC(=S)Nc1ccc(O)cc1,0
EN300-46981294,NC(=O)Nc1ccc(Br)cc1O,0
EN300-35192,CCOc1cc(/C(N)=N/O)cc(Br)c1O,0
EN300-35801,NC(=NO)c1cccc(O)c1,0
EN300-60795,COc1cc(C(N)=NO)ccc1O,0
EN300-78311,NC(=NO)c1ccc(O)cc1Cl,0
EN300-23601,NC(=NO)c1ccc(O)cc1,0
EN300-96582,NC(=NO)c1ccc(N2CCC(O)CC2)cc1,0
EN300-66767,NC(=NO)c1ccccc1CN1CCC(O)CC1,0
EN300-79162,NC(CN1CCC(O)CC1)=NO,0
EN300-3449148,Cc1cc(O)ccc1C(N)=NO,0
EN300-3449152,Cc1cc(C(N)=NO)ccc1O,0
EN300-7491099,C#CCN(C)CCCCCc1ccc(O)c(C(N)=NO)n1,0
EN300-315578,N/C(=N\O)c1cn(CCO)c(=O)[nH]c1=O,0
EN300-1087167,COC(CO)(OC)OC,0
EN300-1233066,NC(=NO)c1cccc(CO)c1,0
EN300-65286,NC(CCO)=NO,0
EN300-7491096,C#CCN(C)CCCCCCc1ccnc(C(N)=NO)c1O,0
EN300-39868918,NC(COCCO)=NO,0
EN300-39871354,NC(COCCCO)=NO,0
EN300-2963556,CC(C)(CO)C(N)=NO,0
EN300-84568,C#CC(C)O,0
EN300-66854,C#CCC(O)c1ccccn1,0
EN300-68505,C#CCC1(O)CCOCC1,0
EN300-60131,C#CCC(O)c1ccccc1,0
EN300-71758,C#CCOc1cccc(O)c1,0
EN300-72060,C#CCOc1ccccc1O,0
EN300-70289,C#CCN1CCCC1CO,0
EN300-70216,C#CCN(C)CCO,0
EN300-85275,OCCC#Cc1ccccc1,0
EN300-84832,COc1cccc(C#CCO)c1,0
EN300-84586,C#CCC1(O)CCCCC1,0
EN300-102404,C#CCC(C)O,0
EN300-100090,OCC#Cc1ccc(Cl)cc1,0
EN300-108904,C#CCOCCO,0
EN300-105830,CC#CCCCO,0
EN300-109489,C#CCCC(O)CC,0
EN300-101608,C#CC(O)Cc1ccccc1,0
EN300-68506,C#CCC(C)(O)c1cccs1,0
EN300-116014,C[Si](C)(C)C#CC(O)Cc1ccccc1,0
EN300-72002,C#CCOc1ccccc1C(C)O,0
EN300-118274,C#CCC1(CO)CCC1,0
EN300-121944,OCC#Cc1ccc(O)cc1,0
EN300-88677,CC#CCO,0
EN300-119170,C[Si](C)(C)C#CC(O)C1CC1,0
EN300-119140,C#CC(O)C1CC1,0
EN300-129296,C[Si](C)(C)C#CCO,0
EN300-99431,C#CCCCCCO,0
EN300-66119,CC#CCCO,0
EN300-129871,CC#CCCCCO,0
EN300-139135,OCCC#Cc1ccc2ccccc2n1,0
EN300-139871,C#Cc1cccc(CO)n1,0
EN300-148307,C#CCNCCO,1
EN300-173240,CC#CCOc1ccc(CO)cc1,0
EN300-174558,CC#CCOc1ccc(C(C)O)cc1,0
EN300-175353,C#CCOc1ccc(C(O)CC)cc1,0
EN300-175921,C#CC(CC)Oc1ccc(CO)cc1,0
EN300-177345,C#CCc1ccc(CO)cc1,0
EN300-180258,C#CC1CCC(CO)CC1,0
EN300-180855,C#CCC1(O)CCC1,0
EN300-174009,C#CCS(=O)(=O)c1ccc(CO)cc1,0
EN300-182899,C#CCOC1CCC(CO)CC1,0
EN300-129303,C#Cc1ccc(CO)cc1,0
EN300-177518,CC#Cc1ccc(CO)cc1,0
EN300-155602,C#Cc1ccc(CO)nc1,0
EN300-188881,OCC#CC(F)(F)F,0
EN300-182452,C#Cc1cc(O)ccc1N,1
EN300-205833,C#CCCC(O)CCO,0
EN300-198500,C#CCCC(O)CN,1
EN300-197574,C#CCNC(=O)C(C)O,0
EN300-204805,C#CCCC(O)CCN,1
EN300-190184,C#CC(O)c1ccc(Cl)cc1F,0
EN300-204694,C#CCC(O)Cc1ccccc1,0
EN300-104662,C#CC(C)(O)CC,0
EN300-214065,C#C[C@H](O)c1ccccc1,0
EN300-213807,C#CCSCCO,0
EN300-217213,C#C[C@@H](O)c1ccccc1,0
EN300-186997,C#CC(O)c1ccc(F)cc1,0
EN300-221829,OCCC#CBr,0
EN300-219061,C#CC[C@H](O)CN,1
EN300-199599,C#CC(O)c1ccccc1,0
EN300-187490,C[Si](C)(C)C#CCCO,0
EN300-217997,C[Si](C)(C)C#CC1(O)CCCC1,0
EN300-225793,OCC#Cc1ccccn1,0
EN300-233550,OCc1ccc(C#CI)cc1,0
EN300-99429,C#CCCCCCCO,0
EN300-233538,C#CC(N)CO,1
EN300-97741,NCC#CCO,0
EN300-220139,C#CC1(O)CCOCC1,0
EN300-233600,C[Si](C)(C)C#Cc1cc(Cl)cnc1O,0
EN300-220321,C#CC1(O)CCCNCC1,0
EN300-220375,OCC#CC1CCCCC1,0
EN300-243815,C[Si](C)(C)C#Cc1ccccc1O,0
EN300-183407,C#CC(C)(O)c1ccccc1Br,0
EN300-200734,C#CC(=O)N(C)c1ccc(O)cc1,0
EN300-152788,C#CC1(O)CCCCC1,0
EN300-173678,C#CCSc1ccc(CO)cc1,0
EN300-175831,C#CC(C)Oc1ccc(CO)cc1,0
EN300-176079,CC#CSc1ccc(CO)cc1,0
EN300-158938,OCC#CBr,0
EN300-137147,C#CCOc1ccc(CO)cc1,0
EN300-124574,Cc1ccc(C#CCO)cc1,0
EN300-126926,CCCCCCCCCC#CCO,0
EN300-70772,C#CCOc1cccc(CO)c1,0
EN300-244225,C#CC1(O)CCOC1,0
EN300-252596,C#CCCC(C)O,0
EN300-248405,C#Cc1ccc(C(O)C(F)(F)F)cc1,0
EN300-262414,CCC#CC(C)(C)O,0
EN300-264115,COC(=O)c1ccc(C#CCCO)cn1,0
EN300-253739,OCC#CCO,0
EN300-262088,CC#CCC(N)CO,0
EN300-258137,C[Si](C)(C)C#CCCCO,0
EN300-269693,C#CCCCC(C)O,0
EN300-297355,C#CCC(O)CN,1
EN300-309172,OCC#Cc1cccc(Cl)c1,0
EN300-312501,C#CC1CCCC(O)C1,0
EN300-258138,CC(O)CCCC#C[Si](C)(C)C,0
EN300-315393,C#CC(O)c1ccc(C)cc1,0
EN300-184292,C#CC1CCCCC1O,0
EN300-310866,OCC#Cc1cccc(F)c1F,0
EN300-311051,OCC#Cc1ccccc1Cl,0
EN300-315807,C#CC1(O)CCNCC1,1
EN300-313930,C#CC1(O)CCNCC1,0
EN300-314729,COC(=O)c1cccc(C#CCO)c1,0
EN300-333309,C#CCC(O)CCN,1
EN300-331910,OC(C#CC(F)(F)F)c1ccccc1,0
EN300-330051,OCC#Cc1ccccc1F,0
EN300-332884,C#CC(O)(CCl)CCCC,0
EN300-367355,C#CC[C@H](O)COC,0
EN300-366055,C#CC[C@@H](O)COC,0
EN300-131560,CCC#CCO,0
EN300-342715,OC[C@H]1[C@H]2CCC#CCC[C@@H]12,0
EN300-371703,C#CC(O)c1ccc(C(C)(C)C)cc1,0
EN300-374153,C#CCC1(O)CCNCC1,1
EN300-305002,COCC(O)CC#C[Si](C)(C)C,0
EN300-19326,C#CCO,0
EN300-34598,C#CCCO,0
EN300-129067,C#CC(C)(O)C=C,0
EN300-21738,C#CCCCO,0
EN300-366282,OCC#Cc1ccc(OC(F)(F)F)cn1,0
EN300-686899,C#CCOCCCO,0
EN300-123037,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0
EN300-704018,C#CCN1CCC(O)CC1,0
EN300-227135,C#CCCC1(CCO)N=N1,0
EN300-178372,OCC1C2CCC#CCCC12,0
EN300-117256,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0
EN300-192496,C#CC1(O)CCCc2ccccc21,0
EN300-734598,CCOC(C#CCC(C)O)OCC,0
EN300-2923622,C#Cc1ccc(CO)cn1,0
EN300-219953,OCC#CC1CC1,0
EN300-1196157,C#C[C@@H]1CCC[C@H]1O,0
EN300-1250292,C#CC1(O)CCc2ccccc21,0
EN300-205175,C#CC1(O)CCCC1,0
EN300-125285,C#CC1(O)CNC1,0
EN300-1273455,C#CC1(O)CCC(C)(C)CC1,0
EN300-378398,OC[C@@H]1[C@H]2CCC#CCC[C@@H]12,0
EN300-141338,N#Cc1ccc(C#CCCO)cc1,0
EN300-1301375,COCCOc1cccc(C#CCO)c1,0
EN300-132341,OCC#Cc1ccc(Cl)cc1Cl,0
EN300-2950350,C#CCCN1CCCC(C)(O)CC1,0
EN300-101971,C#CCC1(O)CCSC1,0
EN300-1634359,C#CC(C)C(C)O,0
